firstname,lastname,email,phone,lifecyclestage,hs_lead_status,deal_stage,unsubscribed_from_all_email,hs_email_open,hs_email_click,hs_analytics_last_visit_timestamp,zoho_last_open_date,zoho_lead_status,zoho_id,daysmart_id,master_id,last_appointment_date,daysmart_status,lifetime_value,total_appointments,loyalty_points,primary_service,zerobounce_status,zerobounce_score,email_verification_status,service_interests,data_rule_applied,source_system,record_type,import_date
Jonathan,King,dbishop@example.net,(083) 076-4405,customer,New,,False,0,0,2024-01-15,2024-01-15,,,DS-201897,DS-201897,2022-11-25,LIVE,36.56,77,510,Facial,valid,10,Valid,Facial; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Angela,Orr,pjackson@example.net,(732) 829-0183,customer,New,,False,0,0,2023-09-17,2023-09-17,,,DS-201898,DS-201898,2020-01-10,LIVE,3173.87,31,948,Blowout,catch-all,6,Valid,Blowout; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Joseph,Adams,jwright@example.org,(565) 239-1886,customer,New,,False,0,0,2024-12-30,2024-12-30,,,DS-201906,DS-201906,2024-09-03,LIVE,3976.13,9,982,Highlights,valid,10,Valid,Fitness; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Natalie,Henson,james42@example.org,(117) 549-4495,customer,New,,False,0,0,2024-01-03,2024-01-03,,,DS-201909,DS-201909,2012-02-10,ARCHIVE,3681.4,64,906,Consultation,valid,10,Valid,Consultation; Healthcare; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Larry,Fields,qwagner@example.org,(001) 414-4246,customer,New,,False,0,0,2025-01-14,2025-01-14,,,DS-201917,DS-201917,2011-10-17,ARCHIVE,927.48,14,445,Highlights,valid,10,Valid,Fitness; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Phillip,Gordon MD,morganvictor@example.net,(798) 367-6074,customer,New,,False,0,0,2024-10-05,2024-10-05,,,DS-201919,DS-201919,2019-04-03,LIVE,2893.92,57,758,Color Treatment,valid,10,Valid,Color Treatment; Corporate; Hospitality,Pass,DaySmart,DaySmart Only,2026-04-14
Adrian,Williamson,michaelrhodes@example.com,(075) 121-0184,customer,New,,False,0,0,2024-10-12,2024-10-12,,,DS-201921,DS-201921,2022-07-28,LIVE,626.87,3,493,Consultation,valid,10,Valid,Consultation; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Julie,Chavez,benjamin76@example.net,(557) 374-8525,customer,New,,False,0,0,2024-05-05,2024-05-05,,,DS-201923,DS-201923,2023-10-14,LIVE,4135.23,68,1633,Haircut,valid,10,Valid,Beauty; Course; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Christopher,Buchanan,rcrawford@example.net,(990) 203-8540,customer,New,,False,0,0,2025-03-20,2025-03-20,,,DS-201925,DS-201925,2023-07-05,LIVE,3457.23,11,1043,Blowout,valid,10,Valid,Blowout; Corporate; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Kelly,Miller,justinperry@example.net,(575) 385-1397,customer,New,,False,0,0,2023-01-01,2023-01-01,,,DS-201926,DS-201926,2025-12-09,LIVE,1622.35,43,1789,Haircut,valid,10,Valid,Fitness; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Benjamin,Anderson,badkins@example.com,(085) 206-3346,customer,New,,False,0,0,2025-02-16,2025-02-16,,,DS-201927,DS-201927,2022-04-10,LIVE,4306.66,12,1680,Massage,catch-all,6,Valid,Massage; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Jerry,Boyd DDS,wendy33@example.net,(804) 191-7160,customer,New,,False,0,0,2023-06-02,2023-06-02,,,DS-201928,DS-201928,2021-01-31,LIVE,1465.08,13,804,Color Treatment,unknown,4,Valid,Color Treatment; Education,Pass,DaySmart,DaySmart Only,2026-04-14
Luke,Potter,hayleylopez@example.org,(351) 485-5070,customer,New,,False,0,0,2025-04-27,2025-04-27,,,DS-201932,DS-201932,2023-03-10,LIVE,26.09,72,1004,Massage,valid,10,Valid,Beauty; Healthcare; Massage,Pass,DaySmart,DaySmart Only,2026-04-14
Gregory,Simpson,greenjamie@example.net,(225) 916-4230,customer,New,,False,0,0,2023-02-04,2023-02-04,,,DS-201944,DS-201944,2012-09-10,ARCHIVE,3578.64,80,633,Haircut,valid,10,Valid,Haircut; Hospitality; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Corey,Gutierrez,robert35@example.com,(756) 942-9841,customer,New,,False,0,0,2024-11-13,2024-11-13,,,DS-201946,DS-201946,2023-03-09,LIVE,943.9,39,28,Blowout,valid,10,Valid,Blowout; Corporate; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Melissa,Hernandez,maryfernandez@example.net,(695) 862-1853,customer,New,,False,0,0,2023-08-19,2023-08-19,,,DS-201948,DS-201948,2019-02-19,LIVE,299.33,58,1904,Consultation,valid,10,Valid,Consultation; Fitness; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Anna,Conrad,owenslaura@example.org,(366) 663-6947,customer,New,,False,0,0,2023-06-22,2023-06-22,,,DS-201949,DS-201949,2021-08-26,LIVE,2864.78,18,402,Consultation,valid,10,Valid,Consultation; Course,Pass,DaySmart,DaySmart Only,2026-04-14
Samuel,Perkins,matthew33@example.net,(790) 294-0375,customer,New,,False,0,0,2025-04-25,2025-04-25,,,DS-201950,DS-201950,2024-05-02,LIVE,1232.11,13,683,Haircut,valid,10,Valid,Education; Haircut; Hospitality,Pass,DaySmart,DaySmart Only,2026-04-14
Travis,Potter,francodiana@example.net,(490) 294-8494,customer,New,,False,0,0,2024-04-02,2024-04-02,,,DS-201954,DS-201954,2022-06-08,LIVE,3802.69,19,600,Haircut,valid,10,Valid,Course; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Erica,Castillo,eboyer@example.net,(388) 655-0091,customer,New,,False,0,0,2024-12-14,2024-12-14,,,DS-201955,DS-201955,2026-04-07,LIVE,1089.08,44,1203,Facial,valid,10,Valid,Course; Facial,Pass,DaySmart,DaySmart Only,2026-04-14
Kaylee,Thomas,annecurtis@example.net,(593) 601-9412,customer,New,,False,0,0,2023-05-10,2023-05-10,,,DS-201956,DS-201956,2017-06-14,ARCHIVE,4418.84,58,769,Manicure,valid,10,Valid,Healthcare; Manicure; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Jessica,Phelps,cgood@example.org,(037) 344-8365,customer,New,,False,0,0,2024-04-13,2024-04-13,,,DS-201958,DS-201958,2020-07-02,LIVE,1766.76,46,782,Pedicure,valid,10,Valid,Course; Hospitality; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Tracy,Vang,vanessa88@example.com,(305) 886-8102,customer,New,,False,0,0,2025-03-03,2025-03-03,,,DS-201960,DS-201960,2025-01-03,LIVE,3960.0,72,1860,Blowout,valid,10,Valid,Beauty; Blowout; Corporate,Pass,DaySmart,DaySmart Only,2026-04-14
Julie,Quinn,johnsonsabrina@example.net,(007) 388-5467,customer,New,,False,0,0,2023-03-31,2023-03-31,,,DS-201962,DS-201962,2019-12-29,LIVE,1472.05,5,1733,Keratin Treatment,valid,10,Valid,Course; Keratin Treatment,Pass,DaySmart,DaySmart Only,2026-04-14
Diane,Richard,lorifields@example.org,(894) 131-9859,customer,New,,False,0,0,2024-06-14,2024-06-14,,,DS-201963,DS-201963,2019-07-26,LIVE,3047.49,26,1495,Highlights,valid,10,Valid,Corporate; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Kenneth,Brown,lawrencewest@example.net,(903) 238-8767,customer,New,,False,0,0,2023-11-28,2023-11-28,,,DS-201965,DS-201965,2021-02-06,LIVE,4989.4,22,408,Haircut,valid,10,Valid,Corporate; Course; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Christopher,Luna,paula13@example.com,(039) 978-3874,customer,New,,False,0,0,2023-04-19,2023-04-19,,,DS-201966,DS-201966,2022-09-08,LIVE,323.58,28,37,Massage,valid,10,Valid,Corporate; Massage,Pass,DaySmart,DaySmart Only,2026-04-14
Kayla,Russell,hannahcarroll@example.org,(970) 266-3820,customer,New,,False,0,0,2023-10-04,2023-10-04,,,DS-201967,DS-201967,2014-07-10,ARCHIVE,36.73,15,1067,Keratin Treatment,valid,10,Valid,Corporate; Keratin Treatment; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Gabriel,Walker,jonesterry@example.com,(057) 767-7192,customer,New,,False,0,0,2023-05-25,2023-05-25,,,DS-201968,DS-201968,2019-01-11,LIVE,4105.59,50,284,Color Treatment,valid,10,Valid,Beauty; Color Treatment; Education,Pass,DaySmart,DaySmart Only,2026-04-14
Tiffany,Gill,fuentesleonard@example.com,(733) 851-5764,customer,New,,False,0,0,2024-08-22,2024-08-22,,,DS-201972,DS-201972,2016-03-24,ARCHIVE,3800.96,65,1971,Pedicure,valid,10,Valid,Healthcare; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Miranda,Castaneda,richardnichols@example.org,(324) 271-6186,customer,New,,False,0,0,2024-07-09,2024-07-09,,,DS-201975,DS-201975,2019-08-08,LIVE,4408.55,18,1476,Highlights,catch-all,6,Valid,Corporate; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Jason,Jefferson,usolomon@example.com,(434) 760-8823,customer,New,,False,0,0,2025-01-23,2025-01-23,,,DS-201980,DS-201980,2019-10-12,LIVE,1448.59,73,1774,Pedicure,unknown,4,Valid,Education; Hospitality; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Joseph,Moody,randall36@example.org,(163) 308-4601,customer,New,,False,0,0,2024-12-28,2024-12-28,,,DS-201981,DS-201981,2025-09-30,LIVE,2053.82,34,110,Haircut,valid,10,Valid,Beauty; Haircut; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Tammy,Bean,franciscoandrews@example.org,(108) 486-1066,customer,New,,False,0,0,2023-01-12,2023-01-12,,,DS-201984,DS-201984,2021-11-25,LIVE,4471.29,40,900,Haircut,valid,10,Valid,Beauty; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Mark,Gardner,luis73@example.org,(165) 024-2389,customer,New,,False,0,0,2024-09-15,2024-09-15,,,DS-201986,DS-201986,2012-11-28,ARCHIVE,2466.02,54,839,Highlights,valid,10,Valid,Healthcare; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Catherine,Mullen,kellydesiree@example.org,(895) 217-6801,customer,New,,False,0,0,2024-09-03,2024-09-03,,,DS-201989,DS-201989,2022-01-09,LIVE,3318.71,60,1184,Blowout,valid,10,Valid,Blowout; Corporate; Fitness,Pass,DaySmart,DaySmart Only,2026-04-14
Vincent,Rosales,woodsjeremy@example.net,(249) 139-4303,customer,New,,False,0,0,2025-03-22,2025-03-22,,,DS-201990,DS-201990,2023-08-18,LIVE,2836.81,39,617,Highlights,catch-all,6,Valid,Beauty; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
Perry,Tucker,ycervantes@example.org,(838) 440-3765,customer,New,,False,0,0,2023-11-15,2023-11-15,,,DS-201991,DS-201991,2022-01-18,LIVE,4395.95,40,1543,Haircut,valid,10,Valid,Haircut; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Nicholas,Todd,leetricia@example.net,(641) 486-3290,customer,New,,False,0,0,2024-05-07,2024-05-07,,,DS-201992,DS-201992,2022-10-09,LIVE,834.86,78,525,Manicure,valid,10,Valid,Course; Hospitality; Manicure,Pass,DaySmart,DaySmart Only,2026-04-14
Ronald,Pineda,vguerrero@example.net,(051) 823-7721,customer,New,,False,0,0,2024-03-05,2024-03-05,,,DS-201993,DS-201993,2013-02-06,ARCHIVE,3875.07,13,1119,Color Treatment,valid,10,Valid,Color Treatment; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Kenneth,Hall,holtthomas@example.com,(400) 345-6884,customer,New,,False,0,0,2023-02-26,2023-02-26,,,DS-201994,DS-201994,2023-10-24,LIVE,2512.21,44,1769,Massage,valid,10,Valid,Beauty; Fitness; Massage,Pass,DaySmart,DaySmart Only,2026-04-14
Nicole,Mendoza,carol66@example.org,(723) 660-4741,customer,New,,False,0,0,2023-06-09,2023-06-09,,,DS-201995,DS-201995,2025-07-31,LIVE,4333.53,52,37,Consultation,valid,10,Valid,Consultation; Education; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Jose,Clark,michaelmathews@example.net,(940) 439-3516,customer,New,,False,0,0,2024-12-08,2024-12-08,,,DS-201996,DS-201996,2012-01-15,ARCHIVE,3289.43,40,571,Pedicure,valid,10,Valid,Pedicure; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Savannah,Johnson,johnstonrobert@example.net,(194) 565-9773,customer,New,,False,0,0,2023-11-05,2023-11-05,,,DS-202000,DS-202000,2012-09-12,ARCHIVE,3814.4,13,1136,Blowout,valid,10,Valid,Blowout; Corporate; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Barbara,Baker,scott86@example.com,(126) 572-8182,customer,New,,False,0,0,2023-08-02,2023-08-02,,,DS-202003,DS-202003,2020-11-09,LIVE,2651.85,22,1776,Blowout,valid,10,Valid,Blowout; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Norma,Hanson,rhonda24@example.net,(919) 608-4158,customer,New,,False,0,0,2024-02-27,2024-02-27,,,DS-202004,DS-202004,2024-03-31,LIVE,4728.56,60,216,Massage,unknown,4,Valid,Beauty; Massage,Pass,DaySmart,DaySmart Only,2026-04-14
Sarah,Nelson,aaron04@example.org,(756) 023-1064,customer,New,,False,0,0,2025-01-16,2025-01-16,,,DS-202006,DS-202006,2020-05-09,LIVE,2248.1,30,858,Pedicure,valid,10,Valid,Hospitality; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Caitlin,Jenkins,gregoryhoffman@example.net,(542) 734-4979,customer,New,,False,0,0,2023-03-13,2023-03-13,,,DS-202007,DS-202007,2016-02-19,ARCHIVE,2338.3,47,1987,Highlights,valid,10,Valid,Healthcare; Highlights,Pass,DaySmart,DaySmart Only,2026-04-14
William,Garner,michaelklein@example.org,(677) 185-3601,customer,New,,False,0,0,2023-08-19,2023-08-19,,,DS-202009,DS-202009,2023-04-24,LIVE,1312.72,46,1364,Highlights,valid,10,Valid,Healthcare; Highlights; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Victor,Moore,dfinley@example.org,(413) 166-7752,customer,New,,False,0,0,2024-02-25,2024-02-25,,,DS-202010,DS-202010,2017-08-26,ARCHIVE,1244.62,80,1740,Consultation,catch-all,6,Valid,Consultation; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Terry,Russell,ktaylor@example.com,(025) 431-6391,customer,New,,False,0,0,2025-02-22,2025-02-22,,,DS-202012,DS-202012,2026-04-11,LIVE,3520.03,37,1423,Facial,valid,10,Valid,Facial; Hospitality; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Marissa,Holt,rlevine@example.org,(532) 861-7805,customer,New,,False,0,0,2023-07-03,2023-07-03,,,DS-202015,DS-202015,2018-07-25,ARCHIVE,1170.82,52,1777,Manicure,valid,10,Valid,Corporate; Manicure; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Tiffany,Chavez,darrellgray@example.com,(886) 455-5261,customer,New,,False,0,0,2023-04-22,2023-04-22,,,DS-202016,DS-202016,2020-01-18,LIVE,4562.18,16,861,Haircut,valid,10,Valid,Education; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Mary,Holden,diazsusan@example.net,(508) 687-4412,customer,New,,False,0,0,2023-11-17,2023-11-17,,,DS-202017,DS-202017,2025-07-25,LIVE,2768.01,61,657,Pedicure,valid,10,Valid,Course; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Sarah,Hale,urios@example.net,(692) 635-6006,customer,New,,False,0,0,2024-01-27,2024-01-27,,,DS-202018,DS-202018,2015-01-14,ARCHIVE,2969.53,18,1566,Color Treatment,catch-all,6,Valid,Beauty; Color Treatment,Pass,DaySmart,DaySmart Only,2026-04-14
John,Juarez,xneal@example.org,(937) 849-5312,customer,New,,False,0,0,2024-11-16,2024-11-16,,,DS-202019,DS-202019,2020-09-25,LIVE,820.67,77,1503,Haircut,catch-all,6,Valid,Beauty; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Sean,Moreno,caldwellclaudia@example.com,(621) 346-1646,customer,New,,False,0,0,2025-03-12,2025-03-12,,,DS-202020,DS-202020,2022-04-13,LIVE,3870.36,36,959,Pedicure,valid,10,Valid,Beauty; Pedicure; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Samuel,Ellison,clarkjustin@example.net,(950) 438-9641,customer,New,,False,0,0,2024-12-21,2024-12-21,,,DS-202027,DS-202027,2024-04-30,LIVE,4594.24,34,1071,Haircut,valid,10,Valid,Haircut; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Jennifer,Thomas,kgraham@example.org,(368) 312-7534,customer,New,,False,0,0,2024-11-21,2024-11-21,,,DS-202031,DS-202031,2021-11-09,LIVE,1221.38,76,1600,Color Treatment,valid,10,Valid,Color Treatment; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Yvonne,Sanford,vconley@example.org,(228) 017-7106,customer,New,,False,0,0,2024-05-26,2024-05-26,,,DS-202032,DS-202032,2023-07-07,LIVE,316.99,27,360,Blowout,valid,10,Valid,Blowout; Fitness; Hospitality,Pass,DaySmart,DaySmart Only,2026-04-14
Paul,Guerrero,joseph35@example.net,(341) 439-1032,customer,New,,False,0,0,2023-11-28,2023-11-28,,,DS-202033,DS-202033,2019-11-04,LIVE,4844.19,55,218,Blowout,valid,10,Valid,Beauty; Blowout,Pass,DaySmart,DaySmart Only,2026-04-14
Sara,Goodman,ogates@example.org,(667) 477-2011,customer,New,,False,0,0,2023-10-31,2023-10-31,,,DS-202034,DS-202034,2011-10-08,ARCHIVE,4189.01,37,827,Color Treatment,valid,10,Valid,Beauty; Color Treatment; Course,Pass,DaySmart,DaySmart Only,2026-04-14
Brandi,Anderson,xwoods@example.org,(774) 575-0218,customer,New,,False,0,0,2024-03-04,2024-03-04,,,DS-202036,DS-202036,2010-02-26,ARCHIVE,1357.82,24,1697,Manicure,valid,10,Valid,Manicure; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Diane,Parker,pereznicholas@example.net,(396) 878-8420,customer,New,,False,0,0,2023-09-24,2023-09-24,,,DS-202037,DS-202037,2019-10-20,LIVE,2012.31,28,397,Haircut,valid,10,Valid,Course; Education; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Mr.,James Gonzalez,wware@example.com,(997) 791-7822,customer,New,,False,0,0,2024-08-29,2024-08-29,,,DS-202041,DS-202041,2012-06-15,ARCHIVE,4956.71,60,1010,Facial,valid,10,Valid,Course; Facial,Pass,DaySmart,DaySmart Only,2026-04-14
Alvin,Newton,williamrussell@example.com,(906) 251-5759,customer,New,,False,0,0,2024-03-22,2024-03-22,,,DS-202042,DS-202042,2011-04-28,ARCHIVE,4875.2,7,1153,Pedicure,valid,10,Valid,Corporate; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Daniel,Kent,katherineyoung@example.org,(675) 777-7342,customer,New,,False,0,0,2024-11-18,2024-11-18,,,DS-202045,DS-202045,2024-07-21,LIVE,2737.29,22,1362,Haircut,valid,10,Valid,Beauty; Haircut; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Laura,Johnson,wendy66@example.net,(747) 217-1243,customer,New,,False,0,0,2024-12-03,2024-12-03,,,DS-202047,DS-202047,2013-11-28,ARCHIVE,4787.87,23,501,Massage,valid,10,Valid,Fitness; Massage,Pass,DaySmart,DaySmart Only,2026-04-14
Anthony,Porter,deniseevans@example.com,(646) 126-1499,customer,New,,False,0,0,2024-07-07,2024-07-07,,,DS-202049,DS-202049,2019-05-17,LIVE,4069.53,75,1655,Consultation,valid,10,Valid,Consultation; Hospitality,Pass,DaySmart,DaySmart Only,2026-04-14
Kenneth,Thompson,scook@example.com,(439) 095-1956,customer,New,,False,0,0,2024-06-20,2024-06-20,,,DS-202050,DS-202050,2021-10-02,LIVE,1982.69,38,334,Facial,valid,10,Valid,Course; Facial; Healthcare,Pass,DaySmart,DaySmart Only,2026-04-14
Stephanie,Gonzalez,qgoodman@example.net,(396) 527-2959,customer,New,,False,0,0,2024-01-03,2024-01-03,,,DS-202052,DS-202052,2025-07-02,LIVE,1579.02,77,1791,Pedicure,valid,10,Valid,Beauty; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Felicia,Evans,wellsvalerie@example.net,(996) 991-5482,customer,New,,False,0,0,2023-11-14,2023-11-14,,,DS-202053,DS-202053,2024-07-26,LIVE,1558.77,62,761,Color Treatment,catch-all,6,Valid,Beauty; Color Treatment; Course,Pass,DaySmart,DaySmart Only,2026-04-14
Laura,Robinson,lewisdavid@example.net,(937) 460-2136,customer,New,,False,0,0,2023-09-25,2023-09-25,,,DS-202054,DS-202054,2014-04-22,ARCHIVE,4510.4,12,700,Manicure,valid,10,Valid,Beauty; Manicure,Pass,DaySmart,DaySmart Only,2026-04-14
Phillip,Allen,jesusroth@example.com,(496) 337-9226,customer,New,,False,0,0,2023-01-15,2023-01-15,,,DS-202060,DS-202060,2015-03-04,ARCHIVE,1884.32,78,1518,Blowout,valid,10,Valid,Blowout; Corporate,Pass,DaySmart,DaySmart Only,2026-04-14
Paul,Johnson,plin@example.net,(629) 145-9773,customer,New,,False,0,0,2023-05-15,2023-05-15,,,DS-202062,DS-202062,2019-06-19,LIVE,4808.98,74,1803,Consultation,valid,10,Valid,Consultation; Corporate,Pass,DaySmart,DaySmart Only,2026-04-14
John,Ramirez,fbowman@example.org,(384) 877-5619,customer,New,,False,0,0,2024-05-19,2024-05-19,,,DS-202065,DS-202065,2024-05-11,LIVE,1345.3,3,987,Facial,valid,10,Valid,Facial; Healthcare; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Evelyn,Vasquez,davidlopez@example.net,(000) 590-5451,customer,New,,False,0,0,2023-10-12,2023-10-12,,,DS-202066,DS-202066,2021-06-06,LIVE,860.49,11,325,Pedicure,valid,10,Valid,Healthcare; Pedicure,Pass,DaySmart,DaySmart Only,2026-04-14
Frank,Bradley,joshuafrost@example.com,(627) 123-9330,customer,New,,False,0,0,2023-07-28,2023-07-28,,,DS-202067,DS-202067,2020-03-11,LIVE,2247.17,22,1131,Consultation,valid,10,Valid,Consultation; Healthcare; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Shawn,Lee,cheyenne75@example.net,(809) 628-2196,customer,New,,False,0,0,2023-01-29,2023-01-29,,,DS-202068,DS-202068,2012-01-09,ARCHIVE,4611.85,21,178,Facial,valid,10,Valid,Facial; Hospitality; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Erika,Ruiz,kimberlybuchanan@example.org,(763) 097-7398,customer,New,,False,0,0,2023-04-19,2023-04-19,,,DS-202069,DS-202069,2019-02-25,LIVE,217.99,22,839,Consultation,catch-all,6,Valid,Consultation; Course; Education,Pass,DaySmart,DaySmart Only,2026-04-14
Patricia,Johnson MD,tsalazar@example.org,(265) 278-2546,customer,New,,False,0,0,2023-07-04,2023-07-04,,,DS-202071,DS-202071,2021-08-06,LIVE,1243.14,74,1562,Color Treatment,valid,10,Valid,Color Treatment; Education; Fitness,Pass,DaySmart,DaySmart Only,2026-04-14
Johnny,Joseph,hannahdrake@example.com,(365) 972-6839,customer,New,,False,0,0,2023-03-04,2023-03-04,,,DS-202073,DS-202073,2011-08-12,ARCHIVE,1419.31,42,227,Haircut,valid,10,Valid,Corporate; Fitness; Haircut,Pass,DaySmart,DaySmart Only,2026-04-14
Allison,Miller,melissaortiz@example.com,(721) 281-5683,customer,New,,False,0,0,2024-03-02,2024-03-02,,,DS-202074,DS-202074,2011-06-16,ARCHIVE,71.41,68,1172,Massage,valid,10,Valid,Beauty; Massage; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Sean,Meyer,jeffrey98@example.org,(149) 241-3717,customer,New,,False,0,0,2024-09-25,2024-09-25,,,DS-202075,DS-202075,2022-01-16,LIVE,4289.8,55,1378,Blowout,valid,10,Valid,Blowout; Corporate; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Lori,Costa,halljustin@example.net,(475) 000-4584,customer,New,,False,0,0,2024-07-09,2024-07-09,,,DS-202080,DS-202080,2015-07-19,ARCHIVE,225.06,39,345,Facial,valid,10,Valid,Facial; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
John,Sullivan,mcintoshpatrick@example.net,(493) 565-8036,customer,New,,False,0,0,2023-07-19,2023-07-19,,,DS-202081,DS-202081,2021-12-30,LIVE,1357.97,22,877,Blowout,valid,10,Valid,Blowout; Corporate; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Christopher,Cox,washingtonalexandria@example.org,(351) 424-4966,customer,New,,False,0,0,2023-01-02,2023-01-02,,,DS-202082,DS-202082,2016-06-03,ARCHIVE,1807.5,2,600,Keratin Treatment,valid,10,Valid,Healthcare; Keratin Treatment; Wellness,Pass,DaySmart,DaySmart Only,2026-04-14
Holly,Garcia,mark66@example.org,(573) 125-3612,customer,New,,False,0,0,2023-09-03,2023-09-03,,,DS-202085,DS-202085,2011-12-16,ARCHIVE,3905.54,31,1235,Manicure,catch-all,6,Valid,Manicure; Retail,Pass,DaySmart,DaySmart Only,2026-04-14
Sean,Buchanan,sarah94@example.com,(450) 809-8971,customer,New,,False,0,0,2024-10-19,2024-10-19,,,DS-202086,DS-202086,2015-05-08,ARCHIVE,2453.87,7,1326,Consultation,catch-all,6,Valid,Consultation; Professional,Pass,DaySmart,DaySmart Only,2026-04-14
Patricia,Davis,rjohnson@example.org,(614) 471-6504,customer,New,,False,0,0,2024-10-18,2024-10-18,,,DS-202087,DS-202087,2024-08-31,LIVE,275.12,28,1490,Manicure,valid,10,Valid,Corporate; Course; Manicure,Pass,DaySmart,DaySmart Only,2026-04-14
